category,prizeAmount,prizeAmountAdjusted2019,award_year,name,gender,birth_date,birth_continent,birth_country,death_date,death_continent,death_country
Literature,208629,2697789,1957,Albert Camus,male,1913-11-07,Africa,Algeria,1960-01-04,Europe,France
Literature,400000,3177966,1970,Alexandr Solzhenitsyn,male,1918-12-11,Europe,Russia,2008-08-03,Europe,Russia
Literature,8000000,8365867,2013,Alice Munro,female,1931-07-10,North America,Canada,,,
Literature,121573,2532771,1921,Anatole France,male,1844-04-16,Europe,France,1924-10-12,Europe,France
Literature,146115,2914528,1947,André Gide,male,1869-11-22,Europe,France,1951-02-19,Europe,France
Literature,164304,3050198,1950,Bertrand Russell,male,1872-05-18,Europe,United Kingdom,1970-02-02,Europe,United Kingdom
Literature,141358,7795478,1903,Bjørnstjerne Bjørnson,male,1832-12-08,Europe,Norway,1910-04-26,Europe,France
Literature,8000000,8301051,2016,Bob Dylan,male,1941-05-24,North America,USA,,,
Literature,3000000,5242311,1989,Camilo José Cela,male,1916-05-11,Europe,Spain,2002-01-17,Europe,Spain
Literature,133127,2377268,1919,Carl Spitteler,male,1845-04-24,Europe,Switzerland,1924-12-29,Europe,Switzerland
Literature,1800000,3843964,1985,Claude Simon,male,1913-10-10,Africa,Madagascar,2005-07-06,Europe,France
Literature,880000,2889667,1980,Czeslaw Milosz,male,1911-06-30,Europe,Lithuania,2004-08-14,Europe,Poland
Literature,7500000,9572839,1997,Dario Fo,male,1926-03-24,Europe,Italy,2016-10-13,Europe,Italy
Literature,6500000,9184250,1992,Derek Walcott,male,1930-01-23,North America,Saint Lucia,2017-03-17,North America,Saint Lucia
Literature,10000000,11301989,2007,Doris Lessing,female,1919-10-22,Asia,Iran,2013-11-17,Europe,United Kingdom
Literature,10000000,11762861,2004,Elfriede Jelinek,female,1946-10-20,Europe,Austria,,,
Literature,1000000,2929688,1981,Elias Canetti,male,1905-07-25,Europe,Bulgaria,1994-08-14,Europe,Switzerland
Literature,173206,5238085,1931,Erik Axel Karlfeldt,male,1864-07-20,Europe,Sweden,1931-04-08,Europe,Sweden
Literature,181647,2640218,1954,Ernest Hemingway,male,1899-07-21,North America,USA,1961-07-02,North America,USA
Literature,159850,4913422,1936,Eugene O'Neill,male,1888-10-16,North America,USA,1953-11-27,North America,USA
Literature,630000,3404179,1975,Eugenio Montale,male,1896-10-12,Europe,Italy,1981-09-12,Europe,Italy
Literature,550000,3263449,1974,Eyvind Johnson,male,1900-07-29,Europe,Sweden,1976-08-25,Europe,Sweden
Literature,171135,2546652,1952,François Mauriac,male,1885-10-11,Europe,France,1970-09-01,Europe,France
Literature,148822,4227898,1939,Frans Eemil Sillanpää,male,1888-09-16,Europe,Finland,1964-06-03,Europe,Finland
Literature,140859,7767960,1904,Frédéric Mistral,male,1830-09-08,Europe,France,1914-03-25,Europe,France
Literature,1150000,3102518,1982,Gabriel García Márquez,male,1927-03-06,South America,Colombia,2014-04-17,North America,Mexico
Literature,121333,2499993,1945,Gabriela Mistral,female,1889-04-07,South America,Chile,1957-01-10,North America,USA
Literature,9000000,11333109,2000,Gao Xingjian,male,1940-01-04,Asia,China,,,
Literature,118165,3211005,1925,George Bernard Shaw,male,1856-07-26,Europe,Ireland,1950-11-02,Europe,United Kingdom
Literature,140476,6753654,1912,Gerhart Hauptmann,male,1862-11-15,Europe,Poland,1946-06-06,Europe,Poland
Literature,265000,2839286,1963,Giorgos Seferis,male,1900-03-13,Asia,Turkey,1971-09-20,Europe,Greece
Literature,138536,7421571,1906,Giosuè Carducci,male,1835-07-27,Europe,Italy,1907-02-16,Europe,Italy
Literature,116960,3273134,1926,Grazia Deledda,female,1871-09-27,Europe,Italy,1936-08-15,Europe,Italy
Literature,7900000,10049186,1999,Günter Grass,male,1927-10-16,Europe,Poland,2015-04-13,Europe,Germany
Literature,190214,2681588,1955,Halldór Laxness,male,1902-04-23,Europe,Iceland,1998-02-08,Europe,Iceland
Literature,10000000,11711430,2005,Harold Pinter,male,1930-10-10,Europe,United Kingdom,2008-12-24,Europe,United Kingdom
Literature,550000,3263449,1974,Harry Martinson,male,1904-05-06,Europe,Sweden,1978-02-11,Europe,Sweden
Literature,480000,3345725,1972,Heinrich Böll,male,1917-12-21,Europe,Germany,1985-07-16,Europe,Germany
Literature,126501,3593778,1927,Henri Bergson,male,1859-10-18,Europe,France,1941-01-04,Europe,France
Literature,133823,3920596,1917,Henrik Pontoppidan,male,1857-07-24,Europe,Denmark,1943-08-21,Europe,Denmark
Literature,138089,7615202,1905,Henryk Sienkiewicz,male,1846-05-05,Europe,Poland,1916-11-15,Europe,Switzerland
Literature,121524,2503929,1946,Hermann Hesse,male,1877-07-02,Europe,Germany,1962-08-09,Europe,Switzerland
Literature,10000000,10958504,2009,Herta Müller,female,1953-08-17,Europe,Romania,,,
Literature,10000000,12034660,2002,Imre Kertész,male,1929-11-09,Europe,Hungary,2016-03-31,Europe,Hungary
Literature,725000,2898454,1978,Isaac Bashevis Singer,male,1904-07-14,Europe,Poland,1991-07-24,North America,USA
Literature,170332,5413093,1933,Ivan Bunin,male,1870-10-22,Europe,Russia,1953-11-08,Europe,France
Literature,250233,2878447,1961,Ivo Andric,male,1892-10-10,Europe,Bosnia and Herzegovina,1975-03-13,Europe,Serbia
Literature,10000000,11807305,2003,J. M. Coetzee,male,1940-02-09,Africa,South Africa,,,
Literature,122483,3145967,1922,Jacinto Benavente,male,1866-08-12,Europe,Spain,1954-07-14,Europe,Spain
Literature,1650000,3782090,1984,Jaroslav Seifert,male,1901-09-23,Europe,Czech Republic,1986-01-10,Europe,Czech Republic
Literature,10000000,10926573,2008,Jean-Marie Gustave Le Clézio,male,1940-04-13,Europe,France,,,
Literature,273000,2828039,1964,Jean-Paul Sartre,male,1905-06-21,Europe,France,1980-04-15,Europe,France
Literature,121841,2510460,1944,Johannes V. Jensen,male,1873-01-20,Europe,Denmark,1950-11-25,Europe,Denmark
Literature,171753,5279293,1932,John Galsworthy,male,1867-08-14,Europe,United Kingdom,1933-01-31,Europe,United Kingdom
Literature,257220,2836985,1962,John Steinbeck,male,1902-02-27,North America,USA,1968-12-20,North America,USA
Literature,140859,7767960,1904,José Echegaray,male,1832-04-19,Europe,Spain,1916-09-04,Europe,Spain
Literature,7600000,9713701,1998,José Saramago,male,1922-11-16,Europe,Portugal,2010-06-18,Europe,Spain
Literature,2175000,4274764,1987,Joseph Brodsky,male,1940-05-24,Europe,Russia,1996-01-28,North America,USA
Literature,200123,2699501,1956,Juan Ramón Jiménez,male,1881-12-24,Europe,Spain,1958-05-29,North America,Puerto Rico
Literature,133823,3920596,1917,Karl Gjellerup,male,1857-06-02,Europe,Denmark,1919-10-11,Europe,Germany
Literature,9000000,9176183,2017,Kazuo Ishiguro,male,1954-11-08,Asia,Japan,,,
Literature,7000000,9249471,1994,Kenzaburo Oe,male,1935-01-31,Asia,Japan,,,
Literature,134100,2394643,1920,Knut Hamsun,male,1859-08-04,Europe,Norway,1952-02-19,Europe,Norway
Literature,162608,5167627,1934,Luigi Pirandello,male,1867-06-28,Europe,Italy,1936-12-10,Europe,Italy
Literature,10000000,10819388,2010,Mario Vargas Llosa,male,1936-03-28,South America,Peru,,,
Literature,140695,7327865,1911,Maurice Maeterlinck,male,1862-08-29,Europe,Belgium,1949-05-06,Europe,France
Literature,320000,2843602,1967,Miguel Angel Asturias,male,1899-10-19,North America,Guatemala,1974-06-09,Europe,Spain
Literature,282000,2782895,1965,Mikhail Sholokhov,male,1905-05-24,Europe,Russia,1984-02-21,Europe,Russia
Literature,8000000,8361204,2012,Mo Yan,male,1955-02-02,Asia,China,,,
Literature,6000000,8673863,1991,Nadine Gordimer,female,1923-11-20,Africa,South Africa,2014-07-13,Africa,South Africa
Literature,2500000,4645689,1988,Naguib Mahfouz,male,1911-12-11,Africa,Egypt,2006-08-30,Africa,Egypt
Literature,300000,2784653,1966,Nelly Sachs,female,1891-12-10,Europe,Germany,1970-05-12,Europe,Sweden
Literature,4000000,6329114,1990,Octavio Paz,male,1914-03-31,North America,Mexico,1998-04-19,North America,Mexico
Literature,800000,2988048,1979,Odysseus Elytis,male,1911-11-02,Europe,Greece,1996-03-18,Europe,Greece
Literature,9000000,9000000,2018,Olga Tokarczuk,female,1962-01-29,Europe,Poland,,,
Literature,10000000,11552680,2006,Orhan Pamuk,male,1952-06-07,Asia,Turkey,,,
Literature,450000,3321850,1971,Pablo Neruda,male,1904-07-12,South America,Chile,1973-09-23,South America,Chile
Literature,167612,2686090,1951,Pär Lagerkvist,male,1891-05-23,Europe,Sweden,1974-07-11,Europe,Sweden
Literature,8000000,8379888,2014,Patrick Modiano,male,1945-07-30,Europe,France,,,
Literature,510000,3331882,1973,Patrick White,male,1912-05-28,Europe,United Kingdom,1990-09-30,Oceania,Australia
Literature,140703,7130220,1910,Paul Heyse,male,1830-03-15,Europe,Germany,1914-04-02,Europe,Germany
Literature,155077,4543271,1938,Pearl Buck,female,1892-06-26,North America,USA,1973-03-06,North America,USA
Literature,9000000,9000000,2019,Peter Handke,male,1942-12-06,Europe,Austria,,,
Literature,143010,6875481,1913,Rabindranath Tagore,male,1861-05-07,Asia,India,1941-08-07,Asia,India
Literature,158463,4716161,1937,Roger Martin du Gard,male,1881-03-23,Europe,France,1958-08-22,Europe,France
Literature,149223,6217625,1915,Romain Rolland,male,1866-01-29,Europe,France,1944-12-30,Europe,France
Literature,139800,7084459,1908,Rudolf Eucken,male,1846-01-05,Europe,Germany,1926-09-14,Europe,Germany
Literature,138796,7033581,1907,Rudyard Kipling,male,1865-12-30,Asia,India,1936-01-18,Europe,United Kingdom
Literature,225987,2664941,1960,Saint-John Perse,male,1887-05-31,North America,Guadeloupe Island,1975-09-20,Europe,France
Literature,220678,2704387,1959,Salvatore Quasimodo,male,1901-08-20,Europe,Italy,1968-06-14,Europe,Italy
Literature,375000,3181561,1969,Samuel Beckett,male,1906-04-13,Europe,Ireland,1989-12-22,Europe,France
Literature,681000,3342605,1976,Saul Bellow,male,1915-06-10,North America,Canada,2005-04-05,North America,USA
Literature,7200000,9278351,1995,Seamus Heaney,male,1939-04-13,Europe,Northern Ireland,2013-08-30,Europe,Ireland
Literature,139800,7084459,1909,Selma Lagerlöf,female,1858-11-20,Europe,Sweden,1940-03-16,Europe,Sweden
Literature,300000,2784653,1966,Shmuel Agnon,male,1888-07-17,Europe,Ukraine,1970-02-17,Asia,Israel
Literature,156939,4458494,1928,Sigrid Undset,female,1882-05-20,Europe,Denmark,1949-06-10,Europe,Norway
Literature,172947,5066807,1930,Sinclair Lewis,male,1885-02-07,North America,USA,1951-01-10,Europe,Italy
Literature,150782,8567159,1901,Sully Prudhomme,male,1839-03-16,Europe,France,1907-09-07,Europe,France
Literature,8000000,8384572,2015,Svetlana Alexievich,female,1948-05-31,Europe,Ukraine,,,
Literature,159773,3056881,1948,T.S. Eliot,male,1888-09-26,North America,USA,1965-01-04,Europe,United Kingdom
Literature,141847,8059489,1902,Theodor Mommsen,male,1817-11-30,Europe,Germany,1903-11-01,Europe,Germany
Literature,172760,4907955,1929,Thomas Mann,male,1875-06-06,Europe,Germany,1955-08-12,Europe,Switzerland
Literature,10000000,10545557,2011,Tomas Tranströmer,male,1931-04-15,Europe,Sweden,2015-03-26,Europe,Sweden
Literature,6700000,9044276,1993,Toni Morrison,female,1931-02-18,North America,USA,2019-08-05,North America,USA
Literature,10000000,12295082,2001,V. S. Naipaul,male,1932-08-17,North America,Trinidad and Tobago,2018-08-11,Europe,United Kingdom
Literature,131793,4845331,1916,Verner von Heidenstam,male,1859-07-06,Europe,Sweden,1940-05-20,Europe,Sweden
Literature,700000,3080986,1977,Vicente Aleixandre,male,1898-04-26,Europe,Spain,1984-12-14,Europe,Spain
Literature,114935,3169164,1923,William Butler Yeats,male,1865-06-13,Europe,Ireland,1939-01-28,Europe,France
Literature,156290,2930438,1949,William Faulkner,male,1897-09-25,North America,USA,1962-07-06,North America,USA
Literature,1500000,3715324,1983,William Golding,male,1911-09-19,Europe,United Kingdom,1993-06-19,Europe,United Kingdom
Literature,175293,2567769,1953,Winston Churchill,male,1874-11-30,Europe,United Kingdom,1965-01-24,Europe,United Kingdom
Literature,7400000,9490424,1996,Wislawa Szymborska,female,1923-07-02,Europe,Poland,2012-02-01,Europe,Poland
Literature,116719,3218355,1924,Wladyslaw Reymont,male,1867-05-07,Europe,Poland,1925-12-05,Europe,Poland
Literature,2000000,4098361,1986,Wole Soyinka,male,1934-07-13,Africa,Nigeria,,,
Literature,350000,3052326,1968,Yasunari Kawabata,male,1899-06-11,Asia,Japan,1972-04-16,Asia,Japan
Chemistry,10000000,11762861,2004,Aaron Ciechanover,male,1947-10-01,Asia,Israel,,,
Chemistry,1150000,3102518,1982,Aaron Klug,male,1926-08-11,Europe,Lithuania,2018-11-20,,
Chemistry,10000000,10958504,2009,Ada E. Yonath,female,1939-06-22,Asia,Israel,,,
Chemistry,148822,4227898,1939,Adolf Butenandt,male,1903-03-24,Europe,Germany,1995-01-18,Europe,Germany
Chemistry,138089,7615202,1905,Adolf von Baeyer,male,1835-10-31,Europe,Germany,1917-08-20,Europe,Germany
Chemistry,156939,4458494,1928,Adolf Windaus,male,1876-12-25,Europe,Germany,1959-06-09,Europe,Germany
Chemistry,7900000,10049186,1999,Ahmed Zewail,male,1946-02-26,Africa,Egypt,2016-08-02,North America,USA
Chemistry,10000000,10819388,2010,Akira Suzuki,male,1930-09-12,Asia,Japan,,,
Chemistry,9000000,9000000,2019,Akira Yoshino,male,1948-01-30,Asia,Japan,,,
Chemistry,9000000,11333109,2000,Alan Heeger,male,1936-01-22,North America,USA,,,
Chemistry,9000000,11333109,2000,Alan MacDiarmid,male,1927-04-14,Oceania,New Zealand,2007-02-07,North America,USA
Chemistry,143010,6875481,1913,Alfred Werner,male,1866-12-12,Europe,France,1919-11-15,Europe,Switzerland
Chemistry,171135,2546652,1952,Archer J.P. Martin,male,1910-03-01,Europe,United Kingdom,2002-07-28,Europe,United Kingdom
Chemistry,8000000,8365867,2013,Arieh Warshel,male,1940-11-20,Asia,Israel,,,
Chemistry,159773,3056881,1948,Arne Tiselius,male,1902-08-10,Europe,Sweden,1971-10-29,Europe,Sweden
Chemistry,172760,4907955,1929,Arthur Harden,male,1865-10-12,Europe,United Kingdom,1940-06-17,Europe,United Kingdom
Chemistry,121333,2499993,1945,Artturi Virtanen,male,1895-01-15,Europe,Finland,1973-11-11,Europe,Finland
Chemistry,10000000,11762861,2004,Avram Hershko,male,1937-12-31,Europe,Hungary,,,
Chemistry,8000000,8384572,2015,Aziz Sancar,male,1946-09-08,Asia,Turkey,,,
Chemistry,10000000,12295082,2001,Barry Sharpless,male,1941-04-28,North America,USA,,,
Chemistry,8000000,8301051,2016,Bernard L. Feringa,male,1951-05-18,Europe,the Netherlands,,,
Chemistry,8000000,8361204,2012,Brian Kobilka,male,1955-05-30,North America,USA,,,
Chemistry,1650000,3782090,1984,Bruce Merrifield,male,1921-07-15,North America,USA,2006-05-14,North America,USA
Chemistry,173206,5238085,1931,Carl Bosch,male,1874-08-27,Europe,Germany,1940-04-26,Europe,Germany
Chemistry,2175000,4274764,1987,Charles J. Pedersen,male,1904-10-03,Asia,South Korea,1989-10-26,North America,USA
Chemistry,480000,3345725,1972,Christian Anfinsen,male,1916-03-26,North America,USA,1995-05-14,North America,USA
Chemistry,10000000,10545557,2011,Dan Shechtman,male,1941-01-24,Asia,Israel,,,
Chemistry,375000,3181561,1969,Derek Barton,male,1918-09-08,Europe,United Kingdom,1998-03-16,North America,USA
Chemistry,2175000,4274764,1987,Donald J. Cram,male,1919-04-22,North America,USA,2001-06-17,North America,USA
Chemistry,273000,2828039,1964,Dorothy Crowfoot Hodgkin,female,1910-05-12,Africa,Egypt,1994-07-29,Europe,United Kingdom
Chemistry,2000000,4098361,1986,Dudley R. Herschbach,male,1932-06-18,North America,USA,,,
Chemistry,138796,7033581,1907,Eduard Buchner,male,1860-05-20,Europe,Germany,1917-08-13,Europe,Romania
Chemistry,167612,2686090,1951,Edwin M. McMillan,male,1907-09-18,North America,USA,1991-09-07,North America,USA
Chemistry,10000000,10819388,2010,Ei-ichi Negishi,male,1935-07-14,Asia,China,,,
Chemistry,4000000,6329114,1990,Elias James Corey,male,1928-07-12,North America,USA,,,
Chemistry,141847,8059489,1902,Emil Fischer,male,1852-10-09,Europe,Germany,1919-07-15,Europe,Germany
Chemistry,8000000,8379888,2014,Eric Betzig,male,1960-01-13,North America,USA,,,
Chemistry,139800,7084459,1908,Ernest Rutherford,male,1871-08-30,Oceania,New Zealand,1937-10-19,Europe,United Kingdom
Chemistry,510000,3331882,1973,Ernst Otto Fischer,male,1918-11-10,Europe,Germany,2007-07-23,Europe,Germany
Chemistry,7200000,9278351,1995,F. Sherwood Rowland,male,1927-06-28,North America,USA,2012-03-10,North America,USA
Chemistry,9000000,9000000,2018,Frances H. Arnold,female,1956-07-25,North America,USA,,,
Chemistry,122483,3145967,1922,Francis W. Aston,male,1877-09-01,Europe,United Kingdom,1945-11-20,Europe,United Kingdom
Chemistry,159917,4997406,1935,Frédéric Joliot,male,1900-03-19,Europe,France,1958-08-14,Europe,France
Chemistry,214559,2646698,1958,Frederick Sanger,male,1918-08-13,Europe,United Kingdom,2013-11-19,Europe,United Kingdom
Chemistry,121573,2532771,1921,Frederick Soddy,male,1877-09-02,Europe,United Kingdom,1956-09-22,Europe,United Kingdom
Chemistry,173206,5238085,1931,Friedrich Bergius,male,1884-10-11,Europe,Poland,1949-03-30,South America,Argentina
Chemistry,138198,2847486,1918,Fritz Haber,male,1868-12-09,Europe,Poland,1934-01-29,Europe,Switzerland
Chemistry,114935,3169164,1923,Fritz Pregl,male,1869-09-03,Europe,Slovenia,1930-12-13,Europe,Austria
Chemistry,510000,3331882,1973,Geoffrey Wilkinson,male,1921-07-14,Europe,United Kingdom,1996-09-26,Europe,United Kingdom
Chemistry,800000,2988048,1979,Georg Wittig,male,1897-06-16,Europe,Germany,1987-08-26,Europe,Germany
Chemistry,7000000,9249471,1994,George A. Olah,male,1927-05-22,Europe,Hungary,2017-03-08,North America,USA
Chemistry,123691,2520876,1943,George de Hevesy,male,1885-08-01,Europe,Hungary,1966-07-05,Europe,Germany
Chemistry,9000000,9000000,2018,George P. Smith,male,1941-03-10,North America,USA,,,
Chemistry,320000,2843602,1967,George Porter,male,1920-12-06,Europe,United Kingdom,2002-08-31,Europe,United Kingdom
Chemistry,10000000,11301989,2007,Gerhard Ertl,male,1936-10-10,Europe,Germany,,,
Chemistry,450000,3321850,1971,Gerhard Herzberg,male,1904-12-25,Europe,Germany,1999-03-03,North America,Canada
Chemistry,265000,2839286,1963,Giulio Natta,male,1903-02-26,Europe,Italy,1979-05-02,Europe,Italy
Chemistry,167612,2686090,1951,Glenn T. Seaborg,male,1912-04-19,North America,USA,1999-02-25,North America,USA
Chemistry,172947,5066807,1930,Hans Fischer,male,1881-07-27,Europe,Germany,1945-03-31,Europe,Germany
Chemistry,172760,4907955,1929,Hans von Euler-Chelpin,male,1873-02-15,Europe,Germany,1964-11-06,Europe,Sweden
Chemistry,162608,5167627,1934,Harold C. Urey,male,1893-04-29,North America,USA,1981-01-05,North America,USA
Chemistry,2500000,4645689,1988,Hartmut Michel,male,1948-07-18,Europe,Germany,,,
Chemistry,126501,3593778,1927,Heinrich Wieland,male,1877-06-04,Europe,Germany,1957-08-05,Europe,Germany
Chemistry,138536,7421571,1906,Henri Moissan,male,1852-09-28,Europe,France,1907-02-20,Europe,France
Chemistry,1500000,3715324,1983,Henry Taube,male,1915-11-30,North America,Canada,2005-11-16,North America,USA
Chemistry,1800000,3843964,1985,Herbert A. Hauptman,male,1917-02-14,North America,USA,2011-10-23,North America,USA
Chemistry,800000,2988048,1979,Herbert C. Brown,male,1912-05-22,Europe,United Kingdom,2004-12-19,North America,USA
Chemistry,175293,2567769,1953,Hermann Staudinger,male,1881-03-23,Europe,Germany,1965-09-08,Europe,Germany
Chemistry,9000000,11333109,2000,Hideki Shirakawa,male,1936-08-20,Asia,Japan,,,
Chemistry,700000,3080986,1977,Ilya Prigogine,male,1917-01-25,Europe,Russia,2003-05-28,Europe,Belgium
