category,prizeAmount,prizeAmountAdjusted2019,award_year,name,gender,birth_date,birth_continent,birth_country,death_date,death_continent,death_country
Physiology or Medicine,7200000,9278351,1995,Edward B. Lewis,male,1918-05-20,North America,USA,2004-07-21,North America,USA
Physiology or Medicine,164304,3050198,1950,Edward C. Kendall,male,1886-03-08,North America,USA,1972-05-04,North America,USA
Physiology or Medicine,214559,2646698,1958,Edward Tatum,male,1909-12-14,North America,USA,1975-11-05,North America,USA
Physiology or Medicine,6500000,9184250,1992,Edwin G. Krebs,male,1918-06-06,North America,USA,2009-12-21,North America,USA
Physiology or Medicine,156290,2930438,1949,Egas Moniz,male,1874-11-29,Europe,Portugal,1955-12-13,Europe,Portugal
Physiology or Medicine,10000000,10958504,2009,Elizabeth H. Blackburn,female,1948-11-26,Oceania,Australia,,,
Physiology or Medicine,150782,8567159,1901,Emil von Behring,male,1854-03-15,Europe,Poland,1917-03-31,Europe,Germany
Physiology or Medicine,7200000,9278351,1995,Eric F. Wieschaus,male,1947-06-08,North America,USA,,,
Physiology or Medicine,9000000,11333109,2000,Eric Kandel,male,1929-11-07,Europe,Austria,,,
Physiology or Medicine,121333,2499993,1945,Ernst B. Chain,male,1906-06-19,Europe,Germany,1979-08-12,Europe,Ireland
Physiology or Medicine,6000000,8673863,1991,Erwin Neher,male,1944-03-20,Europe,Germany,,,
Physiology or Medicine,273000,2828039,1964,Feodor Lynen,male,1911-04-06,Europe,Germany,1979-08-06,Europe,Germany
Physiology or Medicine,7600000,9713701,1998,Ferid Murad,male,1936-09-14,North America,USA,,,
Physiology or Medicine,257220,2836985,1962,Francis Crick,male,1916-06-08,Europe,United Kingdom,2004-07-28,North America,USA
Physiology or Medicine,282000,2782895,1965,François Jacob,male,1920-06-17,Europe,France,2013-04-19,Europe,France
Physiology or Medicine,10000000,10926573,2008,Françoise Barré-Sinoussi,female,1947-07-30,Europe,France,,,
Physiology or Medicine,181647,2640218,1954,Frederick C. Robbins,male,1916-08-25,North America,USA,2003-08-04,North America,USA
Physiology or Medicine,114935,3169164,1923,Frederick G. Banting,male,1891-11-14,North America,Canada,1941-02-21,North America,Canada
Physiology or Medicine,175293,2567769,1953,Fritz Lipmann,male,1899-06-12,Europe,Russia,1986-07-24,North America,USA
Physiology or Medicine,250233,2878447,1961,Georg von Békésy,male,1899-06-03,Europe,Hungary,1972-06-13,North America,USA
Physiology or Medicine,214559,2646698,1958,George Beadle,male,1903-10-22,North America,USA,1989-06-09,North America,USA
Physiology or Medicine,880000,2889667,1980,George D. Snell,male,1903-12-19,North America,USA,1996-06-06,North America,USA
Physiology or Medicine,550000,3263449,1974,George E. Palade,male,1912-11-19,Europe,Romania,2008-10-07,North America,USA
Physiology or Medicine,2500000,4645689,1988,George H. Hitchings,male,1905-04-18,North America,USA,1998-02-27,North America,USA
Physiology or Medicine,162608,5167627,1934,George H. Whipple,male,1878-08-28,North America,USA,1976-02-01,North America,USA
Physiology or Medicine,162608,5167627,1934,George R. Minot,male,1885-12-02,North America,USA,1950-02-25,North America,USA
Physiology or Medicine,320000,2843602,1967,George Wald,male,1906-11-18,North America,USA,1997-04-12,North America,USA
Physiology or Medicine,1650000,3782090,1984,Georges J.F. Köhler,male,1946-04-17,Europe,Germany,1995-03-01,Europe,Germany
Physiology or Medicine,480000,3345725,1972,Gerald M. Edelman,male,1929-07-01,North America,USA,2014-05-17,North America,USA
Physiology or Medicine,148822,4227898,1939,Gerhard Domagk,male,1895-10-30,Europe,Poland,1964-04-24,Europe,Germany
Physiology or Medicine,2500000,4645689,1988,Gertrude B. Elion,female,1918-01-23,North America,USA,1999-02-21,North America,USA
Physiology or Medicine,146115,2914528,1947,Gerty Cori,female,1896-08-15,Europe,Czech Republic,1957-10-26,North America,USA
Physiology or Medicine,800000,2988048,1979,Godfrey N. Hounsfield,male,1919-08-28,Europe,United Kingdom,2004-08-12,Europe,United Kingdom
Physiology or Medicine,9000000,9000000,2019,Gregg L. Semenza,male,1956-07-12,North America,USA,,,
Physiology or Medicine,7900000,10049186,1999,Günter Blobel,male,1936-05-21,Europe,Poland,2018-02-18,North America,USA
Physiology or Medicine,350000,3052326,1968,H. Gobind Khorana,male,1922-01-09,Asia,India,2011-11-09,North America,USA
Physiology or Medicine,10000000,12034660,2002,H. Robert Horvitz,male,1947-05-08,North America,USA,,,
Physiology or Medicine,725000,2898454,1978,Hamilton O. Smith,male,1931-08-23,North America,USA,,,
Physiology or Medicine,175293,2567769,1953,Hans Krebs,male,1900-08-25,Europe,Germany,1981-11-22,Europe,United Kingdom
Physiology or Medicine,159917,4997406,1935,Hans Spemann,male,1869-06-27,Europe,Germany,1941-09-12,Europe,Germany
Physiology or Medicine,10000000,10926573,2008,Harald zur Hausen,male,1936-03-11,Europe,Germany,,,
Physiology or Medicine,3000000,5242311,1989,Harold E. Varmus,male,1939-12-18,North America,USA,,,
Physiology or Medicine,123691,2520876,1943,Henrik Dam,male,1895-02-21,Europe,Denmark,1976-04-17,Europe,Denmark
Physiology or Medicine,121841,2510460,1944,Herbert S. Gasser,male,1888-07-05,North America,USA,1963-05-11,North America,USA
Physiology or Medicine,121524,2503929,1946,Hermann J. Muller,male,1890-12-21,North America,USA,1967-04-05,North America,USA
Physiology or Medicine,630000,3404179,1975,Howard M. Temin,male,1934-12-10,North America,USA,1994-02-09,North America,USA
Physiology or Medicine,190214,2681588,1955,Hugo Theorell,male,1903-07-06,Europe,Sweden,1982-08-15,Europe,Sweden
Physiology or Medicine,139800,7084459,1908,Ilya Mechnikov,male,1845-05-15,Europe,Ukraine,1916-07-15,Europe,France
Physiology or Medicine,140859,7767960,1904,Ivan Pavlov,male,1849-09-14,Europe,Russia,1936-02-27,Europe,Russia
Physiology or Medicine,3000000,5242311,1989,J. Michael Bishop,male,1936-02-22,North America,USA,,,
Physiology or Medicine,10000000,11711430,2005,J. Robin Warren,male,1937-06-11,Oceania,Australia,,,
Physiology or Medicine,10000000,10958504,2009,Jack W. Szostak,male,1952-11-09,Europe,United Kingdom,,,
Physiology or Medicine,282000,2782895,1965,Jacques Monod,male,1910-02-09,Europe,France,1976-05-31,Europe,France
Physiology or Medicine,8000000,8365867,2013,James E. Rothman,male,1950-11-03,North America,USA,,,
Physiology or Medicine,9000000,9000000,2018,James P. Allison,male,1948-08-07,North America,USA,,,
Physiology or Medicine,257220,2836985,1962,James Watson,male,1928-04-06,North America,USA,,,
Physiology or Medicine,880000,2889667,1980,Jean Dausset,male,1916-10-19,Europe,France,2009-06-06,Europe,Spain
Physiology or Medicine,9000000,9176183,2017,Jeffrey C. Hall,male,1945-05-03,North America,USA,,,
Physiology or Medicine,116960,3273134,1926,Johannes Fibiger,male,1867-04-23,Europe,Denmark,1928-01-30,Europe,Denmark
Physiology or Medicine,10000000,12034660,2002,John E. Sulston,male,1942-03-27,Europe,United Kingdom,2018-03-06,,
Physiology or Medicine,181647,2640218,1954,John F. Enders,male,1897-02-10,North America,USA,1985-09-08,North America,USA
Physiology or Medicine,114935,3169164,1923,John Macleod,male,1876-09-06,Europe,Scotland,1935-03-16,Europe,Scotland
Physiology or Medicine,8000000,8379888,2014,John O'Keefe,male,1939-11-18,North America,USA,,,
Physiology or Medicine,1150000,3102518,1982,John R. Vane,male,1927-03-29,Europe,United Kingdom,2004-11-19,Europe,United Kingdom
Physiology or Medicine,4000000,6329114,1990,Joseph E. Murray,male,1919-04-01,North America,USA,2012-11-26,North America,USA
Physiology or Medicine,121841,2510460,1944,Joseph Erlanger,male,1874-01-05,North America,USA,1965-12-05,North America,USA
Physiology or Medicine,1800000,3843964,1985,Joseph L. Goldstein,male,1940-04-18,North America,USA,,,
Physiology or Medicine,214559,2646698,1958,Joshua Lederberg,male,1925-05-23,North America,USA,2008-02-02,North America,USA
Physiology or Medicine,10000000,10545557,2011,Jules A. Hoffmann,male,1941-08-02,Europe,Luxembourg,,,
Physiology or Medicine,133127,2377268,1919,Jules Bordet,male,1870-06-13,Europe,Belgium,1961-04-06,Europe,Belgium
Physiology or Medicine,400000,3177966,1970,Julius Axelrod,male,1912-05-30,North America,USA,2004-12-29,North America,USA
Physiology or Medicine,126501,3593778,1927,Julius Wagner-Jauregg,male,1857-03-07,Europe,Austria,1940-09-27,Europe,Austria
Physiology or Medicine,172947,5066807,1930,Karl Landsteiner,male,1868-06-14,Europe,Austria,1943-06-26,North America,USA
Physiology or Medicine,510000,3331882,1973,Karl von Frisch,male,1886-11-20,Europe,Austria,1982-06-12,Europe,Germany
Physiology or Medicine,320000,2843602,1967,Keffer Hartline,male,1903-12-22,North America,USA,1983-03-17,North America,USA
Physiology or Medicine,273000,2828039,1964,Konrad Bloch,male,1912-01-21,Europe,Poland,2000-10-15,North America,USA
Physiology or Medicine,510000,3331882,1973,Konrad Lorenz,male,1903-11-07,Europe,Austria,1989-02-27,Europe,Austria
Physiology or Medicine,10000000,12295082,2001,Leland Hartwell,male,1939-10-30,North America,USA,,,
Physiology or Medicine,10000000,11762861,2004,Linda B. Buck,female,1947-01-29,North America,USA,,,
Physiology or Medicine,7600000,9713701,1998,Louis J. Ignarro,male,1941-05-31,North America,USA,,,
Physiology or Medicine,10000000,10926573,2008,Luc Montagnier,male,1932-08-18,Europe,France,,,
Physiology or Medicine,10000000,11301989,2007,Mario R. Capecchi,male,1937-10-06,Europe,Italy,,,
Physiology or Medicine,350000,3052326,1968,Marshall W. Nirenberg,male,1927-04-10,North America,USA,2010-01-15,North America,USA
Physiology or Medicine,7000000,9249471,1994,Martin Rodbell,male,1925-12-01,North America,USA,1998-12-07,North America,USA
Physiology or Medicine,257220,2836985,1962,Maurice Wilkins,male,1916-12-15,Oceania,New Zealand,2004-10-05,Europe,United Kingdom
Physiology or Medicine,375000,3181561,1969,Max Delbrück,male,1906-09-04,Europe,Germany,1981-03-09,North America,USA
Physiology or Medicine,167612,2686090,1951,Max Theiler,male,1899-01-30,Africa,South Africa,1972-08-11,North America,USA
Physiology or Medicine,8000000,8379888,2014,May-Britt Moser,female,1963-01-04,Europe,Norway,,,
Physiology or Medicine,9000000,9176183,2017,Michael Rosbash,male,1944-03-07,North America,USA,,,
Physiology or Medicine,1800000,3843964,1985,Michael S. Brown,male,1941-04-13,North America,USA,,,
Physiology or Medicine,9000000,9176183,2017,Michael W. Young,male,1949-03-28,North America,USA,,,
Physiology or Medicine,1650000,3782090,1984,Niels K. Jerne,male,1911-12-23,Europe,United Kingdom,1994-10-07,Europe,France
Physiology or Medicine,141358,7795478,1903,Niels Ryberg Finsen,male,1860-12-15,Europe,Faroe Islands (Denmark),1904-09-24,Europe,Denmark
Physiology or Medicine,510000,3331882,1973,Nikolaas Tinbergen,male,1907-04-15,Europe,the Netherlands,1988-12-21,Europe,United Kingdom
Physiology or Medicine,10000000,11301989,2007,Oliver Smithies,male,1925-06-23,Europe,United Kingdom,2017-01-10,North America,USA
Physiology or Medicine,159850,4913422,1936,Otto Loewi,male,1873-06-03,Europe,Germany,1961-12-25,North America,USA
Physiology or Medicine,122483,3145967,1922,Otto Meyerhof,male,1884-04-12,Europe,Germany,1951-10-06,North America,USA
Physiology or Medicine,173206,5238085,1931,Otto Warburg,male,1883-10-08,Europe,Germany,1970-08-01,Europe,Germany
Physiology or Medicine,10000000,11807305,2003,Paul C. Lauterbur,male,1929-05-06,North America,USA,2007-03-27,North America,USA
Physiology or Medicine,139800,7084459,1908,Paul Ehrlich,male,1854-03-14,Europe,Poland,1915-08-20,Europe,Germany
Physiology or Medicine,9000000,11333109,2000,Paul Greengard,male,1925-12-11,North America,USA,2019-04-13,North America,USA
Physiology or Medicine,159773,3056881,1948,Paul Müller,male,1899-01-12,Europe,Switzerland,1965-10-12,Europe,Switzerland
Physiology or Medicine,7400000,9490424,1996,Peter C. Doherty,male,1940-10-15,Oceania,Australia,,,
Physiology or Medicine,225987,2664941,1960,Peter Medawar,male,1915-02-28,South America,Brazil,1987-10-02,Europe,United Kingdom
Physiology or Medicine,300000,2784653,1966,Peyton Rous,male,1879-10-05,North America,USA,1970-02-16,North America,USA
Physiology or Medicine,164304,3050198,1950,Philip S. Hench,male,1896-02-28,North America,USA,1965-03-30,North America,Jamaica
Physiology or Medicine,6700000,9044276,1993,Phillip A. Sharp,male,1944-06-06,North America,USA,,,
Physiology or Medicine,320000,2843602,1967,Ragnar Granit,male,1900-10-30,Europe,Finland,1991-03-12,Europe,Sweden
Physiology or Medicine,10000000,10545557,2011,Ralph M. Steinman,male,1943-01-14,North America,Canada,2011-09-30,,
Physiology or Medicine,8000000,8365867,2013,Randy W. Schekman,male,1948-12-30,North America,USA,,,
Physiology or Medicine,630000,3404179,1975,Renato Dulbecco,male,1914-02-22,Europe,Italy,2012-02-19,North America,USA
Physiology or Medicine,10000000,11762861,2004,Richard Axel,male,1946-07-02,North America,USA,,,
Physiology or Medicine,6700000,9044276,1993,Richard J. Roberts,male,1943-09-06,Europe,United Kingdom,,,
Physiology or Medicine,2000000,4098361,1986,Rita Levi-Montalcini,female,1909-04-22,Europe,Italy,2012-12-30,Europe,Italy
Physiology or Medicine,146900,7062500,1914,Robert Bárány,male,1876-04-22,Europe,Austria,1936-04-08,Europe,Sweden
Physiology or Medicine,7600000,9713701,1998,Robert F. Furchgott,male,1916-06-04,North America,USA,2009-05-19,North America,USA
Physiology or Medicine,10000000,10819388,2010,Robert G. Edwards,male,1925-09-27,Europe,United Kingdom,2013-04-10,Europe,United Kingdom
Physiology or Medicine,138089,7615202,1905,Robert Koch,male,1843-12-11,Europe,Germany,1910-05-27,Europe,Germany
Physiology or Medicine,350000,3052326,1968,Robert W. Holley,male,1922-01-28,North America,USA,1993-02-11,North America,USA
Physiology or Medicine,480000,3345725,1972,Rodney R. Porter,male,1917-10-08,Europe,United Kingdom,1985-09-06,Europe,United Kingdom
Physiology or Medicine,700000,3080986,1977,Roger Guillemin,male,1924-01-11,Europe,France,,,
Physiology or Medicine,1000000,2929688,1981,Roger W. Sperry,male,1913-08-20,North America,USA,1994-04-17,North America,USA
Physiology or Medicine,7400000,9490424,1996,Rolf M. Zinkernagel,male,1944-01-06,Europe,Switzerland,,,
Physiology or Medicine,141847,8059489,1902,Ronald Ross,male,1857-05-13,Asia,India,1932-09-16,Europe,United Kingdom
Physiology or Medicine,700000,3080986,1977,Rosalyn Yalow,female,1921-07-19,North America,USA,2011-05-30,North America,USA
Physiology or Medicine,375000,3181561,1969,Salvador E. Luria,male,1912-08-13,Europe,Italy,1991-02-06,North America,USA
Physiology or Medicine,138536,7421571,1906,Santiago Ramón y Cajal,male,1852-05-01,Europe,Spain,1934-10-17,Europe,Spain
Physiology or Medicine,8000000,8384572,2015,Satoshi &#332;mura,male,1935-07-12,Asia,Japan,,,
Physiology or Medicine,171135,2546652,1952,Selman A. Waksman,male,1888-07-22,Europe,Ukraine,1973-08-16,North America,USA
Physiology or Medicine,220678,2704387,1959,Severo Ochoa,male,1905-09-24,Europe,Spain,1993-11-01,Europe,Spain
Physiology or Medicine,8000000,8361204,2012,Shinya Yamanaka,male,1962-09-04,Asia,Japan,,,
Physiology or Medicine,121333,2499993,1945,Sir Alexander Fleming,male,1881-08-06,Europe,Scotland,1955-03-11,Europe,United Kingdom
Physiology or Medicine,400000,3177966,1970,Sir Bernard Katz,male,1911-03-26,Europe,Germany,2003-04-20,Europe,United Kingdom
Physiology or Medicine,171753,5279293,1932,Sir Charles Sherrington,male,1857-11-27,Europe,United Kingdom,1952-03-04,Europe,United Kingdom
Physiology or Medicine,225987,2664941,1960,Sir Frank Macfarlane Burnet,male,1899-09-03,Oceania,Australia,1985-08-31,Oceania,Australia
Physiology or Medicine,172760,4907955,1929,Sir Frederick Hopkins,male,1861-06-20,Europe,United Kingdom,1947-05-16,Europe,United Kingdom
Physiology or Medicine,159850,4913422,1936,Sir Henry Dale,male,1875-06-09,Europe,United Kingdom,1968-07-23,Europe,United Kingdom
Physiology or Medicine,121333,2499993,1945,Sir Howard Florey,male,1898-09-24,Oceania,Australia,1968-02-21,Europe,United Kingdom
Physiology or Medicine,2500000,4645689,1988,Sir James W. Black,male,1924-06-14,Europe,Scotland,2010-03-21,,
Physiology or Medicine,8000000,8361204,2012,Sir John B. Gurdon,male,1933-10-02,Europe,United Kingdom,,,
Physiology or Medicine,265000,2839286,1963,Sir John Eccles,male,1903-01-27,Oceania,Australia,1997-05-02,Europe,Switzerland
Physiology or Medicine,10000000,11301989,2007,Sir Martin J. Evans,male,1941-01-01,Europe,United Kingdom,,,
Physiology or Medicine,10000000,12295082,2001,Sir Paul Nurse,male,1949-01-25,Europe,United Kingdom,,,
Physiology or Medicine,9000000,9000000,2019,Sir Peter J. Ratcliffe,male,1954-05-14,Europe,United Kingdom,,,
Physiology or Medicine,10000000,11807305,2003,Sir Peter Mansfield,male,1933-10-09,Europe,United Kingdom,2017-02-08,,
Physiology or Medicine,7500000,9572839,1997,Stanley B. Prusiner,male,1942-05-28,North America,USA,,,
Physiology or Medicine,2000000,4098361,1986,Stanley Cohen,male,1922-11-17,North America,USA,2020-02-05,North America,USA
Physiology or Medicine,1150000,3102518,1982,Sune K. Bergström,male,1916-01-10,Europe,Sweden,2004-08-15,Europe,Sweden
Physiology or Medicine,2175000,4274764,1987,Susumu Tonegawa,male,1939-09-05,Asia,Japan,,,
Physiology or Medicine,10000000,12034660,2002,Sydney Brenner,male,1927-01-13,Africa,South Africa,2019-04-05,Asia,Singapore
Physiology or Medicine,164304,3050198,1950,Tadeus Reichstein,male,1897-07-20,Europe,Poland,1996-08-01,Europe,Switzerland
Physiology or Medicine,9000000,9000000,2018,Tasuku Honjo,male,1942-01-27,Asia,Japan,,,
Physiology or Medicine,139800,7084459,1909,Theodor Kocher,male,1841-08-25,Europe,Switzerland,1917-07-27,Europe,Switzerland
Physiology or Medicine,8000000,8365867,2013,Thomas C. Südhof,male,1955-12-22,Europe,Germany,,,
Physiology or Medicine,170332,5413093,1933,Thomas H. Morgan,male,1866-09-25,North America,USA,1945-12-04,North America,USA
Physiology or Medicine,181647,2640218,1954,Thomas H. Weller,male,1915-06-15,North America,USA,2008-08-23,North America,USA
Physiology or Medicine,10000000,12295082,2001,Tim Hunt,male,1943-02-19,Europe,United Kingdom,,,
Physiology or Medicine,1000000,2929688,1981,Torsten N. Wiesel,male,1924-06-03,Europe,Sweden,,,
Physiology or Medicine,8000000,8384572,2015,Tu Youyou,female,1930-12-30,Asia,China,,,
Physiology or Medicine,400000,3177966,1970,Ulf von Euler,male,1905-02-07,Europe,Sweden,1983-03-09,Europe,Sweden
Physiology or Medicine,156290,2930438,1949,Walter Hess,male,1881-03-17,Europe,Switzerland,1973-08-12,Europe,Switzerland
Physiology or Medicine,725000,2898454,1978,Werner Arber,male,1929-06-03,Europe,Switzerland,,,
Physiology or Medicine,200123,2699501,1956,Werner Forssmann,male,1904-08-29,Europe,Germany,1979-06-01,Europe,Germany
Physiology or Medicine,116719,3218355,1924,Willem Einthoven,male,1860-05-21,Asia,Indonesia,1927-09-29,Europe,the Netherlands
Physiology or Medicine,8000000,8384572,2015,William C. Campbell,male,1930-06-28,Europe,Ireland,,,
Physiology or Medicine,9000000,9000000,2019,William G. Kaelin Jr,male,1957-11-23,North America,USA,,,
Physiology or Medicine,162608,5167627,1934,William P. Murphy,male,1892-02-06,North America,USA,1987-10-09,North America,USA
Physiology or Medicine,8000000,8301051,2016,Yoshinori Ohsumi,male,1945-02-09,Asia,Japan,,,
